*******************************************************************************
 Revised: April 12, 2021                Venus                           299 / 2
 
 PHYSICAL DATA (updated 2020-Oct-19):
  Vol. Mean Radius (km) =  6051.84+-0.01 Density (g/cm^3)      =  5.204
  Mass x10^23 (kg)      =    48.685      Volume (x10^10 km^3)  = 92.843
  Sidereal rot. period  =   243.018484 d Sid. Rot. Rate (rad/s)= -0.00000029924
  Mean solar day        =   116.7490 d   Equ. gravity  m/s^2   =  8.870
  Mom. of Inertia       =     0.33       Core radius (km)      = ~3200
  Geometric Albedo      =     0.65       Potential Love # k2   = ~0.25
  GM (km^3/s^2)         = 324858.592     Equatorial Radius, Re = 6051.893 km
  GM 1-sigma (km^3/s^2) =    +-0.006     Mass ratio (Sun/Venus)= 408523.72
  Atmos. pressure (bar) =  90            Max. angular diam.    =   60.2"
  Mean Temperature (K)  = 735            Visual mag. V(1,0)    =   -4.40
  Obliquity to orbit    = 177.3 deg      Hill's sphere rad.,Rp =  167.1
  Sidereal orb. per., y =   0.61519726   Orbit speed, km/s     =   35.021
  Sidereal orb. per., d = 224.70079922   Escape speed, km/s    =   10.361
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         2759         2614       2650
  Maximum Planetary IR (W/m^2)    153         153         153
  Minimum Planetary IR (W/m^2)    153         153         153
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Mar 18 06:16:30 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Venus (299)                     {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2013-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_VENUS                       {East-longitude positive}
Target radii    : 6051.8, 6051.8, 6051.8 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230316.p230609                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAR-16. PREDICTS-> 2023-JUN-08
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
******************************************************************************************************************************************************************
 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC      Illu%  Ang-diam                r        rdot             delta      deldot     S-O-T /r     S-T-O  App_Lon_Sun
******************************************************************************************************************************************************************
$$SOE
 2013-Jan-01 00:00     17 14 54.51 -22 19 56.7   93.68847  10.76122   0.724032111072   0.2346903  1.55078918267933   6.3628132   20.9791 /L   29.0949  352.6843062
 2013-Jan-02 00:00     17 20 17.80 -22 27 55.0   93.83426  10.73591   0.724167350276   0.2336110  1.55444511217791   6.2980213   20.7450 /L   28.7495  354.2829710
 2013-Jan-03 00:00     17 25 41.73 -22 35 12.9   93.97810  10.71098   0.724301913843   0.2323507  1.55806352266072   6.2328642   20.5109 /L   28.4050  355.8810407
 2013-Jan-04 00:00     17 31 06.26 -22 41 50.0   94.11999  10.68642   0.724435697553   0.2309105  1.56164418895904   6.1672940   20.2767 /L   28.0613  357.4785189
 2013-Jan-05 00:00     17 36 31.34 -22 47 46.1   94.25995  10.66223   0.724568597898   0.2292917  1.56518686094686   6.1012729   20.0425 /L   27.7185  359.0754096
 2013-Jan-06 00:00     17 41 56.90 -22 53 00.8   94.39800  10.63841   0.724700512157   0.2274958  1.56869127108748   6.0347797   19.8082 /L   27.3766    0.6717173
 2013-Jan-07 00:00     17 47 22.91 -22 57 33.9   94.53413  10.61496   0.724831338473   0.2255244  1.57215714620098   5.9678178   19.5739 /L   27.0354    2.2674469
 2013-Jan-08 00:00     17 52 49.28 -23 01 25.0   94.66838  10.59187   0.724960975929   0.2233790  1.57558422487393   5.9004262   19.3396 /L   26.6950    3.8626036
 2013-Jan-09 00:00     17 58 15.98 -23 04 34.0   94.80075  10.56914   0.725089324624   0.2210616  1.57897228076331   5.8326886   19.1053 /L   26.3554    5.4571932
 2013-Jan-10 00:00     18 03 42.92 -23 07 00.7   94.93127  10.54677   0.725216285743   0.2185741  1.58232114951663   5.7647354   18.8709 /L   26.0166    7.0512220
 2013-Jan-11 00:00     18 09 10.07 -23 08 45.0   95.05994  10.52476   0.725341761637   0.2159186  1.58563075378055   5.6967347   18.6365 /L   25.6784    8.6446964
 2013-Jan-12 00:00     18 14 37.34 -23 09 46.6   95.18678  10.50310   0.725465655884   0.2130972  1.58890111873749   5.6288690   18.4021 /L   25.3410   10.2376237
 2013-Jan-13 00:00     18 20 04.67 -23 10 05.6   95.31182  10.48178   0.725587873371   0.2101123  1.59213237204966   5.5613056   18.1676 /L   25.0042   11.8300111
 2013-Jan-14 00:00     18 25 32.01 -23 09 41.9   95.43505  10.46081   0.725708320354   0.2069663  1.59532472729893   5.4941714   17.9330 /L   24.6680   13.4218665
 2013-Jan-15 00:00     18 30 59.28 -23 08 35.5   95.55651  10.44017   0.725826904529   0.2036618  1.59847845615834   5.4275399   17.6984 /L   24.3325   15.0131982
 2013-Jan-16 00:00     18 36 26.44 -23 06 46.4   95.67620  10.41986   0.725943535102   0.2002014  1.60159385777002   5.3614342   17.4637 /L   23.9975   16.6040148
 2013-Jan-17 00:00     18 41 53.41 -23 04 14.7   95.79412  10.39988   0.726058122849   0.1965879  1.60467123269323   5.2958386   17.2290 /L   23.6631   18.1943252
 2013-Jan-18 00:00     18 47 20.14 -23 01 00.4   95.91030  10.38021   0.726170580181   0.1928242  1.60771086506197   5.2307143   16.9941 /L   23.3293   19.7841389
